code,family,series,texture,structure,depth_upper,depth_lower,horizon,depth_gwater,location,site_ID,annual_rain,avetemp_jan,avetemp_jul,date,publication_ID,keyword,contact_person_ID,rating,rated_by
3232,Leptic Podzol,Kootwijk,sand,,80.0,120.0,C,500.0,"Kootwijk, Netherlands","52ø 13' N, 5ø 39' E",91.9,1.0,19.0,1988-89,67.0,undisturbed,38.0,6.0,Schaap
3240,"fine-silty, mixed, thermic typic Fragiudalps",Loring,silt loam,weak fine granular,0.0,8.0,Ap,,"Panola Co., MS, USA","Hotophia Creek watershed 1, 2, and 3",,,,,68.0,undisturbed,39.0,,
3241,"fine-silty, mixed, thermic typic Fragiudalps",Loring,silty clay loam,moderate medium subangular blocky,8.0,59.0,B21t,,"Panola Co., MS, USA","Hotophia Creek watershed 1, 2, and 3",,,,,68.0,undisturbed,39.0,,
3242,"fine-silty, mixed, thermic typic Fragiudalps",Loring,silt loam,moderate medium subangular blocky,59.0,91.0,B22t,,"Panola Co., MS, USA","Hotophia Creek watershed 1, 2, and 3",,,,,68.0,undisturbed,39.0,,
3243,"fine-silty, mixed, thermic typic Fragiudalps",Loring,silt loam,weak coarse prismat. subang. blocky,91.0,122.0,Bx,,"Panola Co., MS, USA","Hotophia Creek watershed 1, 2, and 3",,,,,68.0,undisturbed,39.0,,
3250,"fine-silty, mixed, thermic Typic Hapludalfs",Memphis,silt loam,weak fine granular,0.0,13.0,Ap,,"Panola Co., MS, USA",Plots 1 and 2,,,,,69.0,undisturbed,39.0,,
3251,"fine-silty, mixed, thermic typic Hapludalfs",Memphis,silty clay loam,moderate medium subangular blocky,13.0,69.0,B21t,,"Panola Co., MS, USA",Plot 1 and 2,,,,,69.0,undisturbed,39.0,,
3252,"fine-silty, mixed, thermic typic Hapludalfs",Memphis,silt loam,moderate medium subangular blocky,69.0,104.0,B22t,,"Panola Co., MS, USA",Plots 1 and 2,,,,,69.0,undisturbed,39.0,,
3253,"fine-silty, mixed, thermic typic Hapludalfs",Memphis,silt loam,weak medium subangular blocky,104.0,127.0,B3t,,"Panola Co., MS, USA",Plots 1 and 2,,,,,69.0,undisturbed,39.0,,
3260,coarse-silty mixed acid thermic typic Udifluvent,Vicksburg,silt loam,weak fine granular,0.0,18.0,Ap,,"Panola Co., MS, USA","Plots 1, 2 and 3, Goodwin Creek",,,,1979,69.0,undisturbed,39.0,,
3261,"coarse-silty,mixed,acid,thermic typic Udifluvent",Vicksburg,silt loam,structureless,18.0,33.0,C1,,"Panola Co., MS, USA","Plots 1, 2 and 3, Goodwin Creek",,,,1979,69.0,undisturbed,39.0,,
3262,"coarse-silty,mixed,acid,thermic typic Udifluvent",Vicksburg,silt loam,structureless,33.0,63.0,C2,,"Panola Co., MS, USA","Plots 1, 2 and 3, Goodwin Creek",,,,1979,69.0,undisturbed,39.0,,
3263,"coarse-silty,mixed,acid,thermic typic Udifluvent",Vicksburg,silt loam,structureless,63.0,81.0,C3,,"Panola Co., MS, USA","Plots 1, 2 and 3, Goodwin Creek",,,,1979,69.0,unidsturbed,39.0,,
3264,"coarse-silty,mixed,acid,thermic typic Udifluvent",Vicksburg,silt loam,structureless,81.0,124.0,C4,,"Panola Co., MS, USA","Plots 1, 2 and 3, Goodwin Creek",,,,1979,69.0,undisturbed,39.0,,
3270,"Hallam Loam, Solodic planasol (FAO)",Bundoora,sandy clay loam,,0.0,15.0,A,,"Bundoora, Vic. Australia",La Trobe University,,,,Oct-83,70.0,undisturbed,40.0,6.0,Rab
3271,"Hallam loam, Solodic planasol (FAO)",Bundoora,clay loam,,15.0,25.0,A,,"Bundoora, Vic. Australia",La Trobe University,,,,Nov-83,70.0,undisturbed,40.0,6.0,Rab
3272,"Hallam loam, Solodic planasol (FAO)",Bundoora,clay loam,,25.0,40.0,A,,"Bundoora, Vic. Australia",La Trobe University,,,,Oct-83,70.0,undisturbed,40.0,6.0,Rab
3273,"Hallam loam, Solodic planasol (FAO)",Bundoora,clay loam,,40.0,60.0,B,,"Bundoora, Vic. Australia",La Trobe University,,,,Nov-83,70.0,undisturbed,40.0,6.0,Rab
3274,"Hallam loam, Solodic planasol (FAO)",Bundoora,clay loam,,60.0,80.0,B,,"Bundoora, Vic. Australia",La Trobe University,,,,Nov-83,70.0,undisturbed,40.0,6.0,Rab
3281,Typic Natrustalf,Goulburn,clay,,17.0,30.0,B,300.0,"Goulburn Valley, Victoria, Australia","36 26'S 145 6'E Res. Inst., Tatura, Vic. 1316",43.7,21.7,8.0,3/8/1972,71.0,"undisturbed, overburden",41.0,7.0,
3282,Typic Natrustalf,Goulburn,clay,,30.0,45.0,B,300.0,"Goulburn Valley, Victoria, Australia","36 26'S 145 6'E Res. Inst., Tatura, Vic. 1316.",43.7,21.7,8.0,3/8/1972,71.0,"undisturbed, overburden",41.0,7.0,
3283,Typic Natrustalf,Goulburn,silty clay loam,,60.0,120.0,C,300.0,"Goulburn Valley, Victoria, Australia","36 26'S 145 6'E Res. Inst., Tatura, Vic. 1316",43.7,21.7,8.0,3/8/1972,71.0,"undisturbed, overburden",41.0,7.0,
3290,"sand-loam, mixed, mesic, calcareous Typic Agrudalf",Roskilde,sandy loam,,6.0,14.0,Ap,,"Roskilde, Denmark","A1, Roskilde Exp. Sta.",65.0,,,Sep-87,72.0,undisturbed,42.0,,
3291,"sand-loam, mixed, mesic, calcareous Typic Agrudalf",Roskilde,sandy loam,,26.0,34.0,EA,,"Roskilde, Denmark","A1, Roskilde Exp. Sta.",65.0,,,Sep-87,72.0,undisturbed,42.0,,
3292,"sand-loam, mixed, mesic, calcareous Typic Agrudalf",Roskilde,sandy clay loam,,46.0,54.0,Bt1,,"Roskilde, Denmark","A1, Roskilde Exp. Sta.",65.0,,,Sep-87,72.0,undisturbed,42.0,,
3293,"sand-loam, mixed, mesic, calcareous Typic Agrudalf",Roskilde,loam,,86.0,94.0,Bt2,,"Roskilde, Denmark","A1, Roskilde Exp. Sta.",65.0,,,Sep-87,72.0,undisturbed,42.0,,
3300,"coarse fine loamy, mixed, mesic Typic Agrudalf",Aarslev,sandy loam,,6.0,14.0,Ap,,"Aarslev, Denmark","02, Aarslev Res. Sta.",61.0,,,May-87,72.0,undisturbed,42.0,,
3301,"coarse fine loamy, mixed, mesic Typic Agrudalf",Aarslev,sandy loam,,26.0,34.0,BA,,"Aarslev, Denmark","02, Aarslev Res. Sta.",61.0,,,May-87,72.0,undisturbed,42.0,,
3302,"coarse fine loamy, mixed, mesic Typic Agrudalf",Aarslev,loam,,46.0,54.0,Btl1,,"Aarslev, Denmark","02, Aarslev Res. Sta.",61.0,,,May-87,72.0,undisturbed,42.0,,
3303,"coarse fine loamy, mixed, mesic Typic Agrudalf",Aarslev,loam,,86.0,94.0,Btl2,,"Aarslev, Denmark","02, Aarslev Res. Sta.",61.0,,,May-87,72.0,undisturbed,42.0,,
3310,"coarse fine loamy, mixed, mesic Typic Hapludalf",Askov,sandy loam,,6.0,14.0,Ap,,"Vejen, Denmark","G8, Askov Res. Sta.",79.10000000000001,,,May-87,72.0,undisturbed,42.0,,
3311,"coarse fine loamy, mixed, mesic Typic Hapludalf",Askov,sandy loam,,26.0,36.0,E,,"Vejen, Denmark","G8, Askov Res. Sta.",79.10000000000001,,,May-87,72.0,undisturbed,42.0,,
3312,"coarse fine loamy, mixed, mesic Typic Hapludalf",Askov,sandy clay loam,,46.0,54.0,Bt1,,"Vejen, Denmark","G8, Askov Res. Sta.",79.10000000000001,,,May-87,72.0,undisturbed,42.0,,
3313,"coarse fine loamy, mixed, mesic Typic Hapludalf",Askov,sandy clay loam,,66.0,74.0,Bt2,,"Vejen, Denmark","G8, Askov Res. Sta.",79.10000000000001,,,May-87,72.0,undisturbed,42.0,,
3320,"coarse sandy loam, mixed, mesic Typic Hapludalt",Foulum,sandy loam,,6.0,14.0,Ap,,"Tjele, Denmark","S, Foulum Res. Sta.",76.5,,,Sep-87,72.0,undisturbed,42.0,,
3321,"coarse sandy loam, mixed, mesic Typic Hapludalt",Foulum,sandy loam,,26.0,34.0,ABm,,"Tjele, Denmark","S, Foulum Res. Sta.",76.5,,,Sep-87,72.0,undisturbed,42.0,,
3322,"coarse sandy loam, mixed, mesic Typic Hapludalt",Foulum,sandy laom,,46.0,54.0,B,,"Tjele, Denmark","S, Foulum Res. Sta.",76.5,,,Sep-87,72.0,undisturbed,42.0,,
3323,"coarse sandy loam, mixed, mesic Typic Hapludalt",Foulum,sandy loam,,66.0,74.0,Bt1,,"Tjele, Denmark","S, Foulum Res. Sta.",76.5,,,Sep-87,72.0,undisturbed,42.0,,
3330,"coarse sand, siliceous, mesic Orthic Haplohumod",Jyndevad,sand,,1.0,9.0,Apl,,"Tinglev, Denmark","S, Jyndevad Res. Sta.",87.5,,,Aug-87,72.0,undisturbed,42.0,,
3331,"coarse sand, siliceous, mesic Orthic Haplohumod",Jyndevad,sand,,46.0,54.0,Bs,,"Tinglev, Denmark","S, Jyndevad Res. Sta.",87.5,,,Aug-87,72.0,undisturbed,42.0,,
3332,"coarse sand, siliceous, mesic Orthic Haplohumod",Jyndevad,sand,,86.0,94.0,Bs,,"Tinglev, Denmark","S, Jyndevad Res. Sta.",87.5,,,Aug-87,72.0,undisturbed,42.0,,
3340,Femic Anthrosol,Wolfheze,sand,,6.0,40.0,1Ba,,"Wolfheze, Netherlands","NW of Wolfheze, 57N, 6E",80.0,1.0,19.0,,999.0,"undisturbed, hysteresis",38.0,7.0,Schaap
3341,Femic Anthrosol,Wolfheze,sand,,40.0,90.0,2Aah,,"Wolfheze, Netherlands","NW of Wolfheze, 57N, 6E",80.0,1.0,19.0,,999.0,"undisturbed, hysteresis",38.0,7.0,Schaap
3350,Aeric Ubric Albaqualf,Winterwijk,sand,,10.0,30.0,Eh,,"Winterwijk, Netherlands",Tenkink forest,66.0,1.0,19.0,1986,73.0,undisturbed,38.0,6.0,Schaap
3351,Aeric Ubric Albaqualf,Winterwijk,sandy clay loam,,,,B2t,,"Winterwijk, Netherlands",Tenkink forest,66.0,1.0,19.0,1986,73.0,undisturbed,38.0,6.0,Schaap
3360,"fine silty, mixed, mesic Typic Hapludalf",Hoffmeister Schlag,silt loam,mod. fine subang. blocky,10.0,20.0,Ap,,"Goettingen-Weende, Germany",Hoffmeister Schlag,62.0,0.2,16.9,Sep-75,74.0,"undisturbed, tillage",12.0,,
3361,"fine silty, mixed, mesic Typic Hapludalf",Hoffmeister Schlag,silt loam,mod. fine subang. blocky,20.0,30.0,Ap,,"Goettingen-Weende, Germany",Hoffmeister Schlag,62.0,0.2,16.9,Sep-75,74.0,"undisturbed, tillage",12.0,,
3370,"fine silty, mixed, mesic Typic Hapludalf",Hoffmeister Schlag,silt loam,mod. weak medium granular,10.0,20.0,Ap,,"Goettingen-Weende, Germany",Hoffmeister Schlag,62.0,0.2,16.9,Sep-75,74.0,"undisturbed, tillage",12.0,,
3371,"fine silty, mixed, mesic Typic Hapludalf",Hoffmeister Schlag,silt loam,mod. weak medium granular,20.0,30.0,Ap,,"Goettingen-Weende, Germany",Hoffmeister Schlag,62.0,0.2,,Sep-75,74.0,"undisturbed, tillage",12.0,,
3380,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,mod. medium granules >>>200.00,0.0,30.0,Ap,,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
3381,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,moderate medium subangular,30.0,40.0,A2,,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
3390,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,moderate fine subangular blocky,0.0,30.0,Ap,200.0,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
3391,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,moderate medium subangular,30.0,40.0,A2,200.0,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
3392,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,moderate strong v.coarse prismatic,60.0,80.0,B21t,,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
3393,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,moderate strong v.coarse prismatic,80.0,120.0,B22t,200.0,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
3395,"fine silty, mixed, mesic Typic Hapludalf",Rosdorf loess,silt loam,massive,130.0,220.0,C,,"Rosdorf, Germany",6 km south of Goettingen,62.0,0.2,16.9,Jun-76,75.0,"undisturbed, tillage",12.0,,
4000,Arenic Haplohumod,Lille,sand,,30.0,50.0,A2,,"Lille (Antwerp), Belgium",profile 14,86.7,3.0,17.5,5/22/1985,999.0,undisturbed,43.0,7.0,Vereecken
4001,Arenic Haplohumod,Lille,sand,,50.0,74.0,B,,"Lille (Antwerp), Belgium",profile 14,86.7,3.0,17.5,5/22/1985,999.0,undisturbed,43.0,7.0,Vereecken
4010,Plaggept,Booischot,loamy sand,,0.0,20.0,Ap,125.0,"Booischot (Mechelen), Belgium",profile 12,83.5,3.0,18.0,5/15/1985,999.0,undisturbed,43.0,7.0,Vereecken
4011,Plaggept,Booischot,loamy sand,,25.0,45.0,A2,125.0,"Booischot (Mechelen), Belgium",profile 12,83.5,3.0,18.0,5/15/1985,999.0,undisturbed,43.0,7.0,Vereecken
4020,Spodic Udipsamment,Poederlee,loamy sand,,0.0,15.0,Ap,150.0,"Poederlee (Antwerp), Belgium",profile 15,86.7,3.0,17.5,5/24/1985,999.0,undisturbed,43.0,7.0,Vereecken
4021,Spodic Udipsamment,Poederlee,sand,,40.0,60.0,A2,150.0,"Poederlee (Antwerp), Belgium",profile 15,86.7,3.0,17.5,5/24/1985,999.0,undisturbed,43.0,7.0,Vereecken
4030,Typic Hapludalf,Helecine,silt loam,,0.0,25.0,Ap,,"Helecine (Leuven), Belgium",profile 17,83.5,2.7,16.8,11/14/1985,999.0,undisturbed,43.0,8.0,Vereecken
4031,Typic Hapludalf,Helecine,silt loam,,25.0,50.0,AB,,"Helecine (Leuven), Belgium",profile 17,83.5,2.7,16.8,11/14/1985,999.0,undisturbed,43.0,8.0,Vereecken
4032,Typic Hapludalf,Helecine,silt loam,,50.0,93.0,B2t,,"Helecine (Leuven), Belgium",profile 17,83.5,2.7,16.8,11/14/1985,999.0,undisturbed,43.0,8.0,Vereecken
4033,Typic Hapludalf,Helecine,silt loam,,0.0,93.0,B3,,"Helecine (Leuven), Belgium",profile 17,83.5,2.7,16.8,11/14/1985,999.0,undisturbed,43.0,8.0,Vereecken
4040,Typic Hapludalf,Lubbeek,silt loam,,0.0,30.0,Ap,,"Lubbeek (Leuven), Belgium",profile 18,79.0,2.7,16.8,Nov-85,999.0,undisturbed,43.0,8.0,Vereecken
4041,Typic Hapludalf,Lubbeek,silt loam,,30.0,50.0,B2t,,"Lubbeek (Leuven), Belgium",profile 18,79.0,2.7,16.8,Nov-85,999.0,undisturbed,43.0,8.0,Vereecken
4042,Typic Hapludalf,Lubbeek,silt loam,,50.0,70.0,B3,,"Lubbeek (Leuven), Belgium",profile 18,79.0,2.7,16.8,Nov-85,999.0,undisturbed,43.0,8.0,Vereecken
4043,Typic Hapludalf,Lubbeek,silt loam,,,,C,,"Lubbeek (Leuven), Belgium",profile 18,79.0,2.7,16.8,Nov-85,999.0,undisturbed,43.0,8.0,Vereecken
4050,Typic Haplorthod,Beerse podzol I,loamy sand,,0.0,12.0,A2,,"Beerse, Belgium",profile 19,86.7,3.0,17.5,Nov-85,999.0,undisturbed,43.0,7.0,Vereecken
4051,Typic Haplorthod,Beerse podzol I,sand,,12.0,26.0,Bh,,"Beerse, Belgium",profile 19,86.7,3.0,17.5,Nov-85,999.0,undisturbed,43.0,7.0,Vereecken
4052,Typic Haplorthod,Beerse podzol I,sand,,26.0,70.0,C,,"Beerse, Belgium",profile 19,86.7,3.0,17.5,Nov-85,999.0,undisturbed,43.0,7.0,Vereecken
4060,Arenic Haplohumod,Beerse podzol II,sand,,0.0,20.0,Ap,,"Beerse (Antwerp), Belgium",profile 20,86.7,3.0,17.5,Nov-85,999.0,undisturbed,43.0,7.0,Vereecken
4061,Arenic Haplohumod,Beerse podzol II,sand,,20.0,40.0,A2,,"Beerse (Antwerp), Belgium",profile 20,86.7,3.0,17.5,Nov-85,999.0,undisturbed,43.0,7.0,Vereecken
4062,Arenic Haplohumod,Beerse podzol II,loamy sand,,65.0,85.0,Bh,,"Beerse (Antwerp), Belgium",profile 20,86.7,3.0,17.5,Nov-85,999.0,undisturbed,43.0,7.0,Vereecken
4070,Glossic Hapludalf,Humbeek,silt loam,,0.0,30.0,Ap,,"Humbeek (Brussels), Belgium",profile 22,83.5,3.0,19.0,3/19/1986,999.0,undisturbed,43.0,8.0,Vereecken
4071,Glossic Hapludalf,Humbeek,silt loam,,40.0,60.0,B2t,,"Humbeek (Brussels), Belgium",profile 22,83.5,3.0,19.0,3/19/1986,999.0,undisturbed,43.0,8.0,Vereecken
4080,Typic Hapludalf,Edingen I,silt loam,,0.0,25.0,Ap,,"Edingen, Belgium",profile 23,78.8,3.5,17.0,3/21/1986,999.0,undisturbed,43.0,8.0,Vereecken
4081,Typic Hapludalf,Edingen I,silt loam,,40.0,60.0,B2g,,"Edingen, Belgium",profile 23,78.8,3.5,17.0,3/21/1986,999.0,undisturbed,43.0,8.0,Vereecken
4082,Typic Hapludalf,Edingen I,silt loam,,60.0,90.0,B3,,"Edingen, Belgium",profile 23,78.8,3.5,17.0,3/21/1986,999.0,undisturbed,43.0,8.0,Vereecken
4090,Typic Hapludalf,Edingen II,silt loam,,0.0,40.0,Ap,,"Edingen, Belgium",profile 24,78.8,3.5,17.0,3/21/1986,999.0,undisturbed,43.0,8.0,Vereecken
4091,Typic Hapludalf,Edingen II,silt loam,,45.0,65.0,A/B,,"Edingen, Belgium",profile 24,78.8,3.5,17.0,3/21/1986,999.0,undisturbed,43.0,8.0,Vereecken
4092,Typic Hapludalf,Edingen II,silt loam,,65.0,85.0,B2g,,"Edingen, Belgium",profile 24,78.8,3.5,17.0,3/21/1986,999.0,undisturbed,43.0,8.0,Vereecken
4100,Typic Udifluvent,BoZ polder I,sandy loam,,0.0,25.0,Ap,,"Bergen op Zoom, Netherlands",profile 25,86.7,3.0,17.5,3/26/1986,999.0,undisturbed,43.0,8.0,Vereecken
4101,Typic Udifluvent,BoZ polder I,loam,,25.0,80.0,C1,,"Bergen op Zoom, Netherlands",profile 25,86.7,3.0,17.5,3/26/1986,999.0,undisturbed,43.0,8.0,Vereecken
4102,Typic Udifluvent,BoZ polder I,loam,,,,C2,,"Bergen op Zoom, Netherlands",profile 25,86.7,3.0,17.5,3/26/1986,999.0,undisturbed,43.0,8.0,Vereecken
4110,Typic Udifluvent,BoZ polder II,sandy loam,,0.0,25.0,Ap,,"Bergen op Zoom, Netherlands",profile 26,86.7,3.0,17.5,3/26/1986,999.0,undisturbed,43.0,8.0,Vereecken
4111,Typic Udifluvent,BoZ polder II,sandy loam,,25.0,80.0,C1,,"Bergen op Zoom, Netherlands",profile 26,86.7,3.0,17.5,3/26/1986,999.0,undisturbed,43.0,8.0,Vereecken
4112,Typic Udifluvent,BoZ polder II,sandy loam,,80.0,100.0,C2,,"Bergen op Zoom, Netherlands",profile 26,86.7,3.0,17.5,3/26/1986,999.0,undisturbed,43.0,8.0,Vereecken
4120,Typic Udifluvent,Kalloo polder,clay,,0.0,23.0,Ap,,"Kalloo (Antwerp), Belgium",profile 33,86.7,3.0,17.5,4/17/1986,999.0,undisturbed,43.0,6.0,Vereecken
4121,Typic Udifluvent,Kalloo polder,clay,,23.0,46.0,C1,,"Kalloo (Antwerp), Belgium",profile 33,86.7,3.0,17.5,4/17/1986,999.0,undisturbed,43.0,6.0,Vereecken
4130,Arenic Haplohumod,Poppel,loamy sand,,0.0,30.0,Ap,,"Poppel (Antwerp), Belgium",profile 34,86.7,3.0,17.5,4/22/1986,999.0,undisturbed,43.0,7.0,Vereecken
4131,Arenic Haplohumod,Poppel,sand,,30.0,43.0,B2,,"Poppel (Antwerp), Belgium",profile 34,86.7,3.0,17.5,4/22/1986,999.0,undisturbed,43.0,7.0,Vereecken
4132,Arenic Haplohumod,Poppel,sand,,43.0,68.0,B3,,"Poppel (Antwerp), Belgium",profile 34,86.7,3.0,17.5,4/22/1986,999.0,undisturbed,43.0,7.0,Vereecken
4140,Typic Haplorthod,Retie,sand,,0.0,33.0,Ap,,"Retie, Belgium",profile 36,86.5,3.0,17.5,4/24/1986,999.0,undisturbed,43.0,7.0,Vereecken
4141,Typic Haplorthod,Retie,sand,,33.0,63.0,A/B,,"Retie, Belgium",profile 36,86.5,3.0,17.5,4/24/1986,999.0,undisturbed,43.0,7.0,Vereecken
4142,Typic Haplorthod,Retie,sand,,63.0,85.0,C1g,,"Retie, Belgium",profile 36,86.5,3.0,17.5,4/24/1986,999.0,undisturbed,43.0,7.0,Vereecken
4150,Arenic Haplohumod,Postel,sand,,0.0,35.0,Ap,,"Postel (Antw. Kempen), Belgium",profile 37,86.7,3.0,17.5,5/24/1986,999.0,undisturbed,43.0,7.0,Vereecken
4151,Arenic Haplohumod,Postel,sand,,35.0,60.0,B2,,"Postel (Antw. Kempen), Belgium",profile 37,86.7,3.0,17.5,5/24/1986,999.0,undisturbed,43.0,7.0,Vereecken
4152,Arenic Haplohumod,Postel,sand,,60.0,90.0,B3,,"Postel (Antw. Kempen), Belgium",profile 37,86.7,3.0,17.5,5/24/1986,999.0,undisturbed,43.0,7.0,Vereecken
4160,Arenic Hapludalf,Staden,sandy loam,,0.0,30.0,Ap,,"Staden, Belgium",profile 39,78.8,3.5,17.0,5/7/1986,999.0,undisturbed,43.0,7.0,Vereecken
4161,Arenic Hapludalf,Staden,sandy loam,,30.0,65.0,A/B,,"Staden, Belgium",profile 39,78.8,3.5,17.0,5/7/1986,999.0,undisturbed,43.0,7.0,Vereecken
4162,Arenic Hapludalf,Staden,sandy loam,,65.0,100.0,C,,"Staden, Belgium",profile 39,78.8,3.5,17.0,5/7/1986,999.0,undisturbed,43.0,7.0,Vereecken
4170,Typic Hapludalf,Wijgmaal,sandy loam,,0.0,29.0,Ap,,"Wijgmaal (Leuven), Belgium",profile 40,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4171,Typic Hapludalf,Wijgmaal,sandy loam,,29.0,53.0,B2t,,"Wijgmaal (Leuven), Belgium",profile 40,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4172,Typic Hapludalf,Wijgmaal,sandy loam,,53.0,80.0,B3t,,"Wijgmaal (Leuven), Belgium",profile 40,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4180,Typic Hapludalf,Rotselaar,silt loam,,0.0,28.0,Ap,,"Rotselaar (Leuven), Belgium",profile 41,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4181,Typic Hapludalf,Rotselaar,silt loam,,28.0,40.0,B2t,,"Rotselaar (Leuven), Belgium",profile 41,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4182,Typic Hapludalf,Rotselaar,silt loam,,40.0,60.0,B3t,,"Rotselaar (Leuven), Belgium",profile 41,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4183,Typic Hapludalf,Rotselaar,silt loam,,60.0,100.0,C,,"Rotselaar (Leuven), Belgium",profile 41,83.5,3.0,17.0,6/5/1986,999.0,undisturbed,43.0,8.0,Vereecken
4190,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4191,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4192,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4193,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4194,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4195,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4200,,Weld,clay,,,,,,"Greeley, CO, USA",5 miles SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4201,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4202,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4203,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4204,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4210,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4211,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4212,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4213,,Weld,clay,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4220,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4221,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4222,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4223,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4224,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4230,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4231,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4232,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4233,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4234,,Weld,sandy loam,,,,,,"Greeley, CO, USA",5 mi. SW of Greeley,,,,,76.0,"disturbed, salinity",1.0,,
4241,Aquods,Hupsel,sand,,30.0,40.0,B2,,"Hupsel, The Netherlands",11,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4242,Aquods,Hupsel,sand,,105.0,115.0,C11,,"Hupsel, The Netherlands",11,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
4243,Aquods,Hupsel,sand,,135.0,145.0,C12,,"Hupsel, The Netherlands",11,75.0,1.5,17.5,1987,77.0,undisturbed,44.0,7.0,
